what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1398234824724
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1398234824773
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1398234829919
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234841434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234842699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234868814
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398234871199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234874560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234875686
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1398234875691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1398234875691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234883428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234903856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1398234903862
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234910860
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234910922
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398234911568
executed,command,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.shortcut.run",1398234914196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234914219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234919451
opened,view,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.ResultView",1398234919947
activated,view,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.ResultView",1398234919985
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398234919991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234921704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234922393
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234926211
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234926294
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398234928764
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234929173
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234929241
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398234930463
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234931780
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234931839
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398234932503
executed,command,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.shortcut.run",1398234934684
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1398234937582
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234941262
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398234943616
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1398234946180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234949124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234949130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234949312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398234976916
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234997125
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398234997194
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1398235011243
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1398235011262
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1398235012236
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1398235012251
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1398235012260
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1398235012336
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1398235012419
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1398235012424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398235012570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398235058301
started,bundle,org.eclipse.equinox.p2.director,2.1.1.v20111126-0211,"org.eclipse.equinox.p2.director",1398235060057
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.v20110815-1419,"org.eclipse.equinox.p2.artifact.repository",1398235061805
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110815-1419,"org.eclipse.equinox.p2.extensionlocation",1398235061873
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1398235061919
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1398235061940
error,log,,,"Operation details",1398235065265
error,log,,,"Operation details",1398235065281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398235083675
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398235085781
error,log,,,"Unable to read repository at http:/content.xml.",1398235095811
error,log,,,"Unable to read repository at http:/content.xml.",1398235095824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398235106623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398235114490
error,log,,,"Operation details",1398235119255
error,log,,,"Operation details",1398235119257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398235137748
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1398235137791
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398235140521
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398235150182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398235153059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398235950421
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398235957410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398235965895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398235991916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237079102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237085498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237095076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1398237095087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1398237095087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237098027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237164255
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398237165422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237174869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237174972
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1398237181857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237186245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237518878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237529377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237539375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1398237539386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237540763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237960297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398237962563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398241775667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398241776208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398241849949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398241851875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398241863220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398241863995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398241960573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398241961702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398244417076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398244420378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398245669367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398245672133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398245823475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398245829289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398245829369
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398245829388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398245837962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398245838774
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1398245842184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1398245850741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398245853081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1398245868517
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1398245874825
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1398245875651
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1398245876003
