what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1398763838585
error,log,,,"Core exception while retrieving the content description",1398763838586
error,log,,,"Core exception while retrieving the content description",1398763838587
error,log,,,"Core exception while retrieving the content description",1398763838589
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1398763838652
error,log,,,"Core exception while retrieving the content description",1398763838658
error,log,,,"Core exception while retrieving the content description",1398763838659
error,log,,,"Core exception while retrieving the content description",1398763838661
error,log,,,"Core exception while retrieving the content description",1398763838662
error,log,,,"Core exception while retrieving the content description",1398763838663
error,log,,,"Core exception while retrieving the content description",1398763838664
error,log,,,"Core exception while retrieving the content description",1398763838665
error,log,,,"Core exception while retrieving the content description",1398763838667
error,log,,,"Core exception while retrieving the content description",1398763838668
error,log,,,"Core exception while retrieving the content description",1398763838670
error,log,,,"Core exception while retrieving the content description",1398763838671
error,log,,,"Core exception while retrieving the content description",1398763838672
error,log,,,"Core exception while retrieving the content description",1398763838673
error,log,,,"Core exception while retrieving the content description",1398763838675
error,log,,,"Core exception while retrieving the content description",1398763838676
error,log,,,"Core exception while retrieving the content description",1398763838677
error,log,,,"Core exception while retrieving the content description",1398763838678
error,log,,,"Core exception while retrieving the content description",1398763838679
error,log,,,"Core exception while retrieving the content description",1398763838681
error,log,,,"Core exception while retrieving the content description",1398763838682
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1398842121264
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1398842121265
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1398842121265
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1398842121275
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1398842121275
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1398842121276
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1398842121285
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1398842121285
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1398842121285
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1398842121290
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1398842121290
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1398842121290
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1398842121295
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1398842121296
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1398842121299
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1398842121300
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1398842121308
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1398842121316
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1398842121334
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1398842121351
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1398842121364
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1398842121375
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1398842121381
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1398842121382
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1398842121382
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1398842121383
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1398842121383
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1398842121383
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1398842121384
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1398842121385
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1398842121386
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1398842121386
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1398842121387
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1398842121388
