what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1398401453729
arch,sysinfo,,,"x86_64",1398401453729
ws,sysinfo,,,"win32",1398401453729
locale,sysinfo,,,"en_US",1398401453729
processors,sysinfo,,,"4",1398401453729
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1398401453729
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1398401453729
java.specification.name,sysinfo,,,"Java Platform API Specification",1398401453729
java.specification.vendor,sysinfo,,,"Oracle Corporation",1398401453729
java.specification.version,sysinfo,,,"1.7",1398401453729
java.vendor,sysinfo,,,"Oracle Corporation",1398401453729
java.version,sysinfo,,,"1.7.0_25",1398401453729
java.vm.info,sysinfo,,,"mixed mode",1398401453729
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1398401453729
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1398401453729
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1398401453729
java.vm.specification.version,sysinfo,,,"1.7",1398401453729
java.vm.vendor,sysinfo,,,"Oracle Corporation",1398401453729
java.vm.version,sysinfo,,,"23.25-b01",1398401453729
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1398401455075
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1398401455076
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1398401455273
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1398401455345
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1398401455682
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1398401490652
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1398404192053
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1398404192053
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1398404192054
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1398404192054
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1398404192055
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1398404192055
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1398404192055
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1398404192056
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1398404192056
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1398404192057
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1398404192057
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1398404192057
