what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398417649260
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398417652191
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398417654736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1398417659316
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398417660973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398417667704
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398417676149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1398417679685
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398417681284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398417692021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1398417694306
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398417703156
executed,command,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.shortcut.testngSuite.run",1398417705483
opened,view,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.ResultView",1398417705571
activated,view,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.ResultView",1398417705607
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398417705627
opened,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398417706021
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398417706076
activated,view,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.ResultView",1398417706470
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398417706552
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398417720160
executed,command,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.shortcut.testngSuite.run",1398417722404
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398417722890
activated,view,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.ResultView",1398417723321
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398417723411
activated,view,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.ResultView",1398417723460
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398417748877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1398417761957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398417767041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1398417773598
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398417775042
executed,command,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.shortcut.testngSuite.run",1398417779726
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398417780245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398417786816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398417792298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398417797729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398417799118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398417801049
activated,view,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.ResultView",1398417838517
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398417838613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398417846777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398417846962
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398417850333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1398417854545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398417872933
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1398417889285
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1398417906426
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1398417906445
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1398417906515
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1398417906582
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1398417906583
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1398417906636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398417942925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398417946696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1398417981799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1398417987215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1398417990939
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398417993321
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1398417998446
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1398417998469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398418002131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1398418003517
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398418006800
executed,command,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.shortcut.testngSuite.run",1398418008846
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398418009381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418018367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418027406
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398418033963
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418034015
activated,view,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.ResultView",1398418039253
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398418039355
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418055316
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418055335
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418064923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418072443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418075582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418079049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418082696
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418122835
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418137772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418140326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418577783
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418580494
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398418582477
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418583393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398418592982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418613918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418621187
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1398418625646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418644486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418645967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418658616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418665174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418667336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418691307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398418699648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1398418718964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1398418723192
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1398418725794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1398418728652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1398418729799
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398418732993
executed,command,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.shortcut.testngSuite.run",1398418735273
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398418735852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418742633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418751491
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398418756126
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418756176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418760796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398418766738
activated,view,org.testng.eclipse,6.8.6.20141201_2240,"org.testng.eclipse.ResultView",1398418770709
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1398418770830
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1398418776478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1398418778477
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1398418781412
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418822477
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418831126
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1398418843756
